location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
City Center,2025-08-17T12:00,3.8,2.6,296.0
City Center,2025-08-17T13:00,5.4,3.4,322.0
City Center,2025-08-17T14:00,5.8,3.7,363.0
City Center,2025-08-17T15:00,7.5,5.0,438.0
City Center,2025-08-17T16:00,8.2,6.6,528.0
City Center,2025-08-17T17:00,8.0,6.8,572.0
City Center,2025-08-17T18:00,8.1,6.4,530.0
City Center,2025-08-17T19:00,6.2,5.6,441.0
City Center,2025-08-17T20:00,5.7,5.3,365.0
City Center,2025-08-17T21:00,5.4,4.8,325.0
City Center,2025-08-17T22:00,4.8,4.4,298.0
City Center,2025-08-17T23:00,3.7,3.6,269.0
City Center,2025-08-18T00:00,2.8,2.6,228.0
City Center,2025-08-18T01:00,2.7,2.3,185.0
City Center,2025-08-18T02:00,2.9,2.2,156.0
City Center,2025-08-18T03:00,2.9,2.2,137.0
City Center,2025-08-18T04:00,2.6,2.1,132.0
City Center,2025-08-18T05:00,1.3,1.3,166.0
City Center,2025-08-18T06:00,1.7,1.6,280.0
City Center,2025-08-18T07:00,3.0,2.8,434.0
City Center,2025-08-18T08:00,3.7,3.5,527.0
City Center,2025-08-18T09:00,4.8,4.6,499.0
City Center,2025-08-18T10:00,4.9,4.6,412.0
City Center,2025-08-18T11:00,4.8,3.9,346.0
City Center,2025-08-18T12:00,4.1,3.3,335.0
City Center,2025-08-18T13:00,3.5,2.9,345.0
City Center,2025-08-18T14:00,5.4,3.2,365.0
City Center,2025-08-18T15:00,7.1,4.0,402.0
City Center,2025-08-18T16:00,9.7,5.6,448.0
City Center,2025-08-18T17:00,9.6,7.6,464.0
City Center,2025-08-18T18:00,12.5,8.7,424.0
City Center,2025-08-18T19:00,13.5,9.4,355.0
City Center,2025-08-18T20:00,13.4,9.1,295.0
City Center,2025-08-18T21:00,11.1,7.5,261.0
City Center,2025-08-18T22:00,10.2,6.7,238.0
City Center,2025-08-18T23:00,8.1,5.8,215.0
City Center,2025-08-19T00:00,6.0,4.7,187.0
City Center,2025-08-19T01:00,5.6,4.7,160.0
City Center,2025-08-19T02:00,5.7,4.7,143.0
City Center,2025-08-19T03:00,5.6,4.6,138.0
City Center,2025-08-19T04:00,5.2,4.2,142.0
City Center,2025-08-19T05:00,3.6,3.1,164.0
City Center,2025-08-19T06:00,3.6,3.1,220.0
City Center,2025-08-19T07:00,4.1,3.7,293.0
City Center,2025-08-19T08:00,5.2,4.5,335.0
City Center,2025-08-19T09:00,6.9,5.7,313.0
City Center,2025-08-19T10:00,8.8,7.2,259.0
City Center,2025-08-19T11:00,9.9,8.1,223.0
City Center,2025-08-19T12:00,9.3,7.3,222.0
City Center,2025-08-19T13:00,8.8,6.7,238.0
City Center,2025-08-19T14:00,9.6,6.8,265.0
City Center,2025-08-19T15:00,7.2,5.2,313.0
City Center,2025-08-19T16:00,6.5,4.8,373.0
City Center,2025-08-19T17:00,9.7,7.8,403.0
City Center,2025-08-19T18:00,10.4,8.6,379.0
City Center,2025-08-19T19:00,11.2,9.2,326.0
City Center,2025-08-19T20:00,11.6,9.4,282.0
City Center,2025-08-19T21:00,11.1,8.9,265.0
City Center,2025-08-19T22:00,10.7,8.5,256.0
City Center,2025-08-19T23:00,12.0,8.9,243.0
City Center,2025-08-20T00:00,8.2,6.4,215.0
City Center,2025-08-20T01:00,7.0,5.4,182.0
City Center,2025-08-20T02:00,6.3,4.8,161.0
City Center,2025-08-20T03:00,6.6,4.8,156.0
City Center,2025-08-20T04:00,7.2,5.2,163.0
City Center,2025-08-20T05:00,8.4,5.7,184.0
City Center,2025-08-20T06:00,8.2,5.7,233.0
City Center,2025-08-20T07:00,9.0,6.0,295.0
City Center,2025-08-20T08:00,11.2,7.0,332.0
City Center,2025-08-20T09:00,14.9,8.6,317.0
City Center,2025-08-20T10:00,15.1,9.2,276.0
City Center,2025-08-20T11:00,16.1,9.9,245.0
City Center,2025-08-20T12:00,15.7,9.7,234.0
City Center,2025-08-20T13:00,12.7,8.1,234.0
City Center,2025-08-20T14:00,10.9,7.2,255.0
City Center,2025-08-20T15:00,14.1,8.6,317.0
City Center,2025-08-20T16:00,11.8,7.5,399.0
City Center,2025-08-20T17:00,20.1,12.2,455.0
City Center,2025-08-20T18:00,20.1,13.9,462.0
City Center,2025-08-20T19:00,21.5,15.3,442.0
City Center,2025-08-20T20:00,20.6,15.0,414.0
City Center,2025-08-20T21:00,18.6,13.7,381.0
City Center,2025-08-20T22:00,17.2,12.8,341.0
City Center,2025-08-20T23:00,16.1,12.0,300.0
City Center,2025-08-21T00:00,15.1,11.0,257.0
City Center,2025-08-21T01:00,14.5,10.4,214.0
City Center,2025-08-21T02:00,13.9,9.6,186.0
City Center,2025-08-21T03:00,13.9,9.2,174.0
City Center,2025-08-21T04:00,14.3,9.2,177.0
City Center,2025-08-21T05:00,11.5,8.1,206.0
City Center,2025-08-21T06:00,11.0,7.3,288.0
City Center,2025-08-21T07:00,10.9,7.0,395.0
City Center,2025-08-21T08:00,10.8,7.1,454.0
City Center,2025-08-21T09:00,11.1,6.9,419.0
City Center,2025-08-21T10:00,11.9,7.1,336.0
City Center,2025-08-21T11:00,14.3,7.9,275.0
City Center,2025-08-21T12:00,16.2,8.6,257.0
City Center,2025-08-21T13:00,15.9,8.5,261.0
City Center,2025-08-21T14:00,16.9,9.0,286.0
City Center,2025-08-21T15:00,16.8,8.9,333.0
City Center,2025-08-21T16:00,17.8,9.2,402.0
City Center,2025-08-21T17:00,34.2,16.9,491.0
City Center,2025-08-21T18:00,39.7,24.6,634.0
City Center,2025-08-21T19:00,41.6,27.9,798.0
City Center,2025-08-21T20:00,41.0,28.1,876.0
City Center,2025-08-21T21:00,39.1,27.0,800.0
City Center,2025-08-21T22:00,36.3,25.3,638.0
City Center,2025-08-21T23:00,31.5,22.3,496.0
City Center,2025-08-22T00:00,28.1,20.1,406.0
City Center,2025-08-22T01:00,24.9,18.0,335.0
City Center,2025-08-22T02:00,21.5,15.7,286.0
City Center,2025-08-22T03:00,18.9,13.5,261.0
City Center,2025-08-22T04:00,18.1,12.9,259.0
City Center,2025-08-22T05:00,21.9,17.1,277.0
City Center,2025-08-22T06:00,20.5,16.1,335.0
City Center,2025-08-22T07:00,20.4,14.8,413.0
City Center,2025-08-22T08:00,20.4,13.2,454.0
City Center,2025-08-22T09:00,20.1,12.4,417.0
City Center,2025-08-22T10:00,20.4,11.2,342.0
City Center,2025-08-22T11:00,20.0,11.0,294.0
City Center,2025-08-22T12:00,19.7,10.6,297.0
City Center,2025-08-22T13:00,19.3,10.3,325.0
City Center,2025-08-22T14:00,18.8,10.1,370.0
City Center,2025-08-22T15:00,18.6,10.0,403.0
City Center,2025-08-22T16:00,19.8,10.4,452.0
City Center,2025-08-22T17:00,19.7,14.1,587.0
City Center,2025-08-22T18:00,23.2,18.2,919.0
City Center,2025-08-22T19:00,28.8,22.9,1337.0
City Center,2025-08-22T20:00,36.1,28.8,1578.0
City Center,2025-08-22T21:00,40.2,32.5,1496.0
City Center,2025-08-22T22:00,34.2,27.3,1236.0
City Center,2025-08-22T23:00,32.1,25.3,971.0
City Center,2025-08-23T00:00,32.2,24.5,736.0
City Center,2025-08-23T01:00,29.1,21.4,496.0
City Center,2025-08-23T02:00,24.9,18.4,323.0
City Center,2025-08-23T03:00,23.2,17.5,250.0
City Center,2025-08-23T04:00,22.4,17.3,245.0
City Center,2025-08-23T05:00,22.9,15.8,280.0
City Center,2025-08-23T06:00,21.9,15.8,384.0
City Center,2025-08-23T07:00,22.0,14.8,529.0
City Center,2025-08-23T08:00,23.5,15.6,601.0
City Center,2025-08-23T09:00,26.1,15.3,525.0
City Center,2025-08-23T10:00,26.2,14.6,376.0
City Center,2025-08-23T11:00,25.7,13.7,264.0
City Center,2025-08-23T12:00,24.9,12.7,235.0
City Center,2025-08-23T13:00,24.0,11.9,243.0
City Center,2025-08-23T14:00,24.0,11.9,266.0
City Center,2025-08-23T15:00,24.4,12.3,297.0
City Center,2025-08-23T16:00,21.8,11.5,341.0
City Center,2025-08-23T17:00,20.0,11.8,394.0
City Center,2025-08-23T18:00,23.6,16.6,474.0
City Center,2025-08-23T19:00,26.0,19.7,562.0
City Center,2025-08-23T20:00,29.3,21.5,594.0
City Center,2025-08-23T21:00,23.5,17.8,524.0
City Center,2025-08-23T22:00,20.5,16.4,399.0
City Center,2025-08-23T23:00,17.8,14.8,295.0
City Center,2025-08-24T00:00,15.5,13.2,239.0
City Center,2025-08-24T01:00,13.2,11.3,204.0
City Center,2025-08-24T02:00,11.7,9.9,185.0
City Center,2025-08-24T03:00,11.0,9.1,181.0
City Center,2025-08-24T04:00,11.7,9.7,194.0
City Center,2025-08-24T05:00,11.4,9.3,219.0
City Center,2025-08-24T06:00,12.2,9.7,271.0
City Center,2025-08-24T07:00,13.2,8.8,336.0
City Center,2025-08-24T08:00,16.0,9.2,368.0
City Center,2025-08-24T09:00,18.7,9.5,335.0
City Center,2025-08-24T10:00,19.1,9.3,270.0
City Center,2025-08-24T11:00,19.6,9.0,223.0
City Center,2025-08-24T12:00,19.8,9.0,216.0
City Center,2025-08-24T13:00,21.8,10.2,227.0
City Center,2025-08-24T14:00,17.8,8.6,248.0
City Center,2025-08-24T15:00,17.2,8.6,252.0
City Center,2025-08-24T16:00,16.9,8.4,265.0
City Center,2025-08-24T17:00,18.0,9.7,358.0
City Center,2025-08-24T18:00,19.9,13.3,640.0
City Center,2025-08-24T19:00,24.9,18.8,1003.0
City Center,2025-08-24T20:00,27.4,21.5,1190.0
City Center,2025-08-24T21:00,26.6,21.6,1040.0
City Center,2025-08-24T22:00,23.7,19.7,716.0
City Center,2025-08-24T23:00,19.4,16.3,446.0
City Center,2025-08-25T00:00,15.8,13.4,317.0
City Center,2025-08-25T01:00,13.8,11.6,242.0
City Center,2025-08-25T02:00,12.7,10.5,199.0
City Center,2025-08-25T03:00,12.2,10.0,177.0
City Center,2025-08-25T04:00,12.3,9.9,186.0
City Center,2025-08-25T05:00,13.8,12.4,230.0
City Center,2025-08-25T06:00,18.9,17.6,347.0
City Center,2025-08-25T07:00,22.0,20.7,499.0
City Center,2025-08-25T08:00,16.5,15.4,576.0
City Center,2025-08-25T09:00,14.1,13.0,504.0
City Center,2025-08-25T10:00,12.3,11.1,357.0
City Center,2025-08-25T11:00,11.2,10.1,247.0
City Center,2025-08-25T12:00,10.4,9.3,220.0
City Center,2025-08-25T13:00,9.5,8.3,230.0
City Center,2025-08-25T14:00,8.9,7.7,255.0
City Center,2025-08-25T15:00,8.5,7.4,281.0
City Center,2025-08-25T16:00,8.3,7.2,321.0
City Center,2025-08-25T17:00,13.0,11.7,401.0
City Center,2025-08-25T18:00,18.8,17.6,571.0
City Center,2025-08-25T19:00,26.8,25.5,779.0
City Center,2025-08-25T20:00,29.2,27.6,895.0
City Center,2025-08-25T21:00,29.9,28.3,842.0
City Center,2025-08-25T22:00,29.6,28.1,697.0
City Center,2025-08-25T23:00,25.8,24.4,555.0
City Center,2025-08-26T00:00,20.0,18.7,437.0
City Center,2025-08-26T01:00,16.7,15.5,322.0
City Center,2025-08-26T02:00,14.6,13.5,242.0
City Center,2025-08-26T03:00,13.3,12.1,214.0
City Center,2025-08-26T04:00,12.8,11.6,221.0
City Center,2025-08-26T05:00,12.1,11.1,244.0
City Center,2025-08-26T06:00,13.4,12.5,292.0
City Center,2025-08-26T07:00,13.6,13.0,356.0
City Center,2025-08-26T08:00,12.2,11.4,389.0
City Center,2025-08-26T09:00,11.0,10.1,360.0
City Center,2025-08-26T10:00,9.9,8.6,299.0
City Center,2025-08-26T11:00,9.0,7.4,253.0
City Center,2025-08-26T12:00,8.1,6.8,238.0
City Center,2025-08-26T13:00,7.3,6.3,238.0
City Center,2025-08-26T14:00,6.8,5.8,247.0
City Center,2025-08-26T15:00,6.2,5.0,271.0
City Center,2025-08-26T16:00,6.2,5.0,305.0
City Center,2025-08-26T17:00,6.5,5.3,330.0
City Center,2025-08-26T18:00,8.6,7.3,340.0
City Center,2025-08-26T19:00,8.4,7.2,342.0
City Center,2025-08-26T20:00,8.8,7.7,336.0
City Center,2025-08-26T21:00,7.0,6.6,321.0
City Center,2025-08-26T22:00,5.8,5.5,298.0
City Center,2025-08-26T23:00,4.8,4.7,271.0
City Center,2025-08-27T00:00,4.5,4.1,237.0
City Center,2025-08-27T01:00,3.7,3.4,200.0
City Center,2025-08-27T02:00,3.3,3.0,175.0
City Center,2025-08-27T03:00,2.9,2.6,162.0
City Center,2025-08-27T04:00,2.7,2.5,162.0
City Center,2025-08-27T05:00,2.7,2.5,190.0
City Center,2025-08-27T06:00,3.3,3.1,278.0
City Center,2025-08-27T07:00,4.7,4.5,394.0
City Center,2025-08-27T08:00,3.5,3.4,457.0
City Center,2025-08-27T09:00,3.5,3.5,414.0
City Center,2025-08-27T10:00,3.2,3.2,317.0
City Center,2025-08-27T11:00,2.9,2.8,246.0
City Center,2025-08-27T12:00,2.7,2.6,223.0
City Center,2025-08-27T13:00,2.9,2.7,225.0
City Center,2025-08-27T14:00,3.0,2.8,263.0
City Center,2025-08-27T15:00,3.2,3.0,373.0
City Center,2025-08-27T16:00,3.5,3.3,519.0
City Center,2025-08-27T17:00,4.7,4.6,600.0
City Center,2025-08-27T18:00,6.0,5.8,557.0
City Center,2025-08-27T19:00,6.4,6.2,450.0
City Center,2025-08-27T20:00,6.0,5.8,360.0
City Center,2025-08-27T21:00,5.4,5.3,320.0
City Center,2025-08-27T22:00,4.8,4.7,297.0
City Center,2025-08-27T23:00,3.9,3.8,275.0
City Center,2025-08-28T00:00,3.0,2.9,244.0
City Center,2025-08-28T01:00,2.4,2.4,213.0
City Center,2025-08-28T02:00,2.1,2.0,193.0
City Center,2025-08-28T03:00,1.9,1.8,185.0
City Center,2025-08-28T04:00,1.8,1.8,187.0
City Center,2025-08-28T05:00,2.0,1.9,206.0
City Center,2025-08-28T06:00,2.8,2.7,260.0
City Center,2025-08-28T07:00,4.3,4.2,331.0
City Center,2025-08-28T08:00,4.1,3.9,369.0
City Center,2025-08-28T09:00,3.6,3.2,343.0
City Center,2025-08-28T10:00,3.9,3.2,283.0
City Center,2025-08-28T11:00,3.7,2.9,238.0
City Center,2025-08-28T12:00,3.7,2.8,221.0
City Center,2025-08-28T13:00,4.2,2.9,217.0
City Center,2025-08-28T14:00,3.8,2.6,231.0
City Center,2025-08-28T15:00,4.0,3.2,275.0
City Center,2025-08-28T16:00,4.9,4.5,336.0
City Center,2025-08-28T17:00,6.1,5.8,379.0
City Center,2025-08-28T18:00,6.4,6.2,390.0
City Center,2025-08-28T19:00,6.2,5.8,384.0
City Center,2025-08-28T20:00,6.4,6.0,368.0
City Center,2025-08-28T21:00,6.5,6.1,342.0
City Center,2025-08-28T22:00,6.4,6.0,306.0
City Center,2025-08-28T23:00,5.5,5.2,270.0
City Center,2025-08-29T00:00,4.5,4.2,233.0
City Center,2025-08-29T01:00,3.6,3.3,196.0
City Center,2025-08-29T02:00,3.0,2.8,174.0
City Center,2025-08-29T03:00,2.6,2.4,172.0
City Center,2025-08-29T04:00,2.3,2.2,186.0
City Center,2025-08-29T05:00,2.4,2.3,213.0
City Center,2025-08-29T06:00,3.1,3.1,270.0
City Center,2025-08-29T07:00,3.6,3.4,341.0
City Center,2025-08-29T08:00,4.2,3.8,379.0
City Center,2025-08-29T09:00,4.4,3.8,350.0
City Center,2025-08-29T10:00,5.8,3.7,287.0
City Center,2025-08-29T11:00,6.7,3.9,241.0
City Center,2025-08-29T12:00,6.6,3.9,228.0
City Center,2025-08-29T13:00,6.9,3.9,231.0
City Center,2025-08-29T14:00,7.7,4.0,251.0
City Center,2025-08-29T15:00,9.6,4.6,299.0
City Center,2025-08-29T16:00,10.9,6.4,365.0
City Center,2025-08-29T17:00,12.3,7.6,415.0
City Center,2025-08-29T18:00,14.1,9.9,440.0
City Center,2025-08-29T19:00,13.7,10.7,450.0
City Center,2025-08-29T20:00,11.7,9.8,440.0
City Center,2025-08-29T21:00,9.3,8.2,399.0
City Center,2025-08-29T22:00,8.7,7.6,338.0
City Center,2025-08-29T23:00,8.4,7.0,283.0
City Center,2025-08-30T00:00,7.7,5.9,238.0
City Center,2025-08-30T01:00,6.9,5.1,199.0
City Center,2025-08-30T02:00,5.8,4.3,175.0
City Center,2025-08-30T03:00,5.0,3.9,177.0
City Center,2025-08-30T04:00,4.4,3.4,194.0
City Center,2025-08-30T05:00,4.1,3.2,204.0
City Center,2025-08-30T06:00,4.4,3.6,206.0
City Center,2025-08-30T07:00,4.1,3.4,205.0
City Center,2025-08-30T08:00,4.6,3.9,199.0
City Center,2025-08-30T09:00,4.9,3.5,196.0
City Center,2025-08-30T10:00,7.3,4.4,185.0
City Center,2025-08-30T11:00,11.6,6.2,176.0
City Center,2025-08-30T12:00,13.8,6.6,171.0
City Center,2025-08-30T13:00,15.2,7.0,167.0
City Center,2025-08-30T14:00,16.6,7.6,170.0
City Center,2025-08-30T15:00,16.6,7.7,181.0
City Center,2025-08-30T16:00,16.2,7.6,199.0
City Center,2025-08-30T17:00,13.9,7.8,219.0
City Center,2025-08-30T18:00,14.0,9.5,246.0
City Center,2025-08-30T19:00,14.3,10.7,276.0
City Center,2025-08-30T20:00,13.2,10.2,291.0
City Center,2025-08-30T21:00,12.6,9.7,282.0
City Center,2025-08-30T22:00,11.5,9.1,258.0
City Center,2025-08-30T23:00,10.3,8.2,233.0
Whitefield,2025-07-27T00:00,4.7,3.1,165.0
Whitefield,2025-07-27T01:00,4.5,2.9,143.0
Whitefield,2025-07-27T02:00,4.7,2.8,127.0
Whitefield,2025-07-27T03:00,6.5,3.2,117.0
Whitefield,2025-07-27T04:00,10.9,4.9,113.0
Whitefield,2025-07-27T05:00,3.7,2.4,129.0
Whitefield,2025-07-27T06:00,4.4,2.8,185.0
Whitefield,2025-07-27T07:00,4.6,3.4,261.0
Whitefield,2025-07-27T08:00,6.3,4.8,302.0
Whitefield,2025-07-27T09:00,9.2,5.6,275.0
Whitefield,2025-07-27T10:00,12.5,7.0,213.0
Whitefield,2025-07-27T11:00,13.3,7.3,166.0
Whitefield,2025-07-27T12:00,16.8,8.2,150.0
Whitefield,2025-07-27T13:00,18.0,8.4,149.0
Whitefield,2025-07-27T14:00,15.8,8.1,156.0
Whitefield,2025-07-27T15:00,14.3,7.1,177.0
Whitefield,2025-07-27T16:00,12.0,6.4,206.0
Whitefield,2025-07-27T17:00,14.7,8.1,227.0
Whitefield,2025-07-27T18:00,15.2,9.6,231.0
Whitefield,2025-07-27T19:00,16.2,10.5,227.0
Whitefield,2025-07-27T20:00,15.6,10.4,220.0
Whitefield,2025-07-27T21:00,14.5,9.9,214.0
Whitefield,2025-07-27T22:00,13.7,9.5,206.0
Whitefield,2025-07-27T23:00,12.3,8.6,193.0
Whitefield,2025-07-28T00:00,9.7,6.8,171.0
Whitefield,2025-07-28T01:00,8.3,5.7,144.0
Whitefield,2025-07-28T02:00,8.5,5.5,125.0
Whitefield,2025-07-28T03:00,9.2,5.7,116.0
Whitefield,2025-07-28T04:00,9.7,6.0,114.0
Whitefield,2025-07-28T05:00,8.1,5.4,125.0
Whitefield,2025-07-28T06:00,9.4,5.7,163.0
Whitefield,2025-07-28T07:00,8.2,5.6,213.0
Whitefield,2025-07-28T08:00,6.7,5.0,240.0
Whitefield,2025-07-28T09:00,5.2,3.8,220.0
Whitefield,2025-07-28T10:00,7.4,4.3,177.0
Whitefield,2025-07-28T11:00,9.5,4.9,146.0
Whitefield,2025-07-28T12:00,11.0,5.2,141.0
Whitefield,2025-07-28T13:00,12.4,5.7,147.0
Whitefield,2025-07-28T14:00,14.2,6.0,157.0
Whitefield,2025-07-28T15:00,14.1,6.2,166.0
Whitefield,2025-07-28T16:00,15.3,6.4,177.0
Whitefield,2025-07-28T17:00,23.7,9.8,197.0
Whitefield,2025-07-28T18:00,22.3,11.1,235.0
Whitefield,2025-07-28T19:00,20.3,11.4,281.0
Whitefield,2025-07-28T20:00,18.6,11.0,306.0
Whitefield,2025-07-28T21:00,17.9,10.6,293.0
Whitefield,2025-07-28T22:00,17.7,10.7,259.0
Whitefield,2025-07-28T23:00,17.1,10.4,225.0
Whitefield,2025-07-29T00:00,15.5,9.5,194.0
Whitefield,2025-07-29T01:00,13.8,8.6,162.0
Whitefield,2025-07-29T02:00,12.1,7.7,140.0
Whitefield,2025-07-29T03:00,10.4,6.7,127.0
Whitefield,2025-07-29T04:00,9.1,6.0,124.0
Whitefield,2025-07-29T05:00,6.0,4.0,137.0
Whitefield,2025-07-29T06:00,5.9,3.9,185.0
Whitefield,2025-07-29T07:00,7.0,5.1,249.0
Whitefield,2025-07-29T08:00,7.0,5.3,282.0
Whitefield,2025-07-29T09:00,11.2,6.1,250.0
Whitefield,2025-07-29T10:00,7.1,4.4,187.0
Whitefield,2025-07-29T11:00,7.7,4.6,140.0
Whitefield,2025-07-29T12:00,13.6,5.7,129.0
Whitefield,2025-07-29T13:00,7.2,3.9,135.0
Whitefield,2025-07-29T14:00,7.5,3.8,145.0
Whitefield,2025-07-29T15:00,7.7,3.7,159.0
Whitefield,2025-07-29T16:00,6.0,3.3,178.0
Whitefield,2025-07-29T17:00,8.9,5.3,193.0
Whitefield,2025-07-29T18:00,8.8,6.4,199.0
Whitefield,2025-07-29T19:00,9.6,7.1,200.0
Whitefield,2025-07-29T20:00,10.4,7.4,200.0
Whitefield,2025-07-29T21:00,10.7,7.4,202.0
Whitefield,2025-07-29T22:00,10.7,7.3,204.0
Whitefield,2025-07-29T23:00,9.9,6.7,199.0
Whitefield,2025-07-30T00:00,8.1,5.4,183.0
Whitefield,2025-07-30T01:00,6.9,4.5,161.0
Whitefield,2025-07-30T02:00,6.8,4.2,144.0
Whitefield,2025-07-30T03:00,6.6,4.0,133.0
Whitefield,2025-07-30T04:00,6.0,3.6,127.0
Whitefield,2025-07-30T05:00,4.5,2.9,133.0
Whitefield,2025-07-30T06:00,4.7,3.0,162.0
Whitefield,2025-07-30T07:00,5.7,4.1,202.0
Whitefield,2025-07-30T08:00,5.5,4.0,225.0
Whitefield,2025-07-30T09:00,6.7,4.4,215.0
Whitefield,2025-07-30T10:00,10.0,5.0,189.0
Whitefield,2025-07-30T11:00,9.7,4.8,168.0
Whitefield,2025-07-30T12:00,12.5,5.2,159.0
Whitefield,2025-07-30T13:00,17.0,6.2,155.0
Whitefield,2025-07-30T14:00,19.0,6.9,163.0
Whitefield,2025-07-30T15:00,19.6,7.1,189.0
Whitefield,2025-07-30T16:00,16.4,6.6,226.0
Whitefield,2025-07-30T17:00,29.6,12.0,261.0
Whitefield,2025-07-30T18:00,28.3,12.7,295.0
Whitefield,2025-07-30T19:00,25.3,12.8,326.0
Whitefield,2025-07-30T20:00,24.4,12.7,338.0
Whitefield,2025-07-30T21:00,18.0,10.9,320.0
Whitefield,2025-07-30T22:00,15.8,10.2,282.0
Whitefield,2025-07-30T23:00,13.7,9.2,245.0
Whitefield,2025-07-31T00:00,16.5,9.2,211.0
Whitefield,2025-07-31T01:00,10.0,6.6,176.0
Whitefield,2025-07-31T02:00,8.3,5.6,152.0
Whitefield,2025-07-31T03:00,7.4,5.0,139.0
Whitefield,2025-07-31T04:00,6.4,4.4,137.0
Whitefield,2025-07-31T05:00,5.5,4.1,148.0
Whitefield,2025-07-31T06:00,5.3,4.0,186.0
Whitefield,2025-07-31T07:00,7.7,4.4,238.0
Whitefield,2025-07-31T08:00,10.3,5.7,268.0
Whitefield,2025-07-31T09:00,16.6,7.3,254.0
Whitefield,2025-07-31T10:00,19.3,7.9,218.0
Whitefield,2025-07-31T11:00,18.5,8.0,191.0
Whitefield,2025-07-31T12:00,19.8,8.2,182.0
Whitefield,2025-07-31T13:00,22.5,8.8,182.0
Whitefield,2025-07-31T14:00,29.0,10.4,195.0
Whitefield,2025-07-31T15:00,34.5,12.7,228.0
Whitefield,2025-07-31T16:00,25.9,11.5,274.0
Whitefield,2025-07-31T17:00,24.7,12.3,319.0
Whitefield,2025-07-31T18:00,24.2,13.9,367.0
Whitefield,2025-07-31T19:00,25.0,15.3,414.0
Whitefield,2025-07-31T20:00,24.7,16.4,436.0
Whitefield,2025-07-31T21:00,22.8,15.9,420.0
Whitefield,2025-07-31T22:00,20.7,15.0,379.0
Whitefield,2025-07-31T23:00,19.2,13.5,333.0
Whitefield,2025-08-01T00:00,18.6,11.9,282.0
Whitefield,2025-08-01T01:00,19.6,11.0,227.0
Whitefield,2025-08-01T02:00,21.2,10.8,188.0
Whitefield,2025-08-01T03:00,21.8,10.7,175.0
Whitefield,2025-08-01T04:00,21.2,10.4,179.0
Whitefield,2025-08-01T05:00,16.6,8.9,191.0
Whitefield,2025-08-01T06:00,14.0,7.9,217.0
Whitefield,2025-08-01T07:00,14.8,7.7,252.0
Whitefield,2025-08-01T08:00,19.4,9.1,270.0
Whitefield,2025-08-01T09:00,21.8,9.1,255.0
Whitefield,2025-08-01T10:00,26.0,10.0,223.0
Whitefield,2025-08-01T11:00,25.7,10.5,198.0
Whitefield,2025-08-01T12:00,26.0,10.9,188.0
Whitefield,2025-08-01T13:00,24.2,9.8,185.0
Whitefield,2025-08-01T14:00,21.7,9.0,190.0
Whitefield,2025-08-01T15:00,20.2,8.9,201.0
Whitefield,2025-08-01T16:00,20.4,9.2,220.0
Whitefield,2025-08-01T17:00,33.5,15.9,258.0
Whitefield,2025-08-01T18:00,33.2,19.1,336.0
Whitefield,2025-08-01T19:00,31.2,19.9,433.0
Whitefield,2025-08-01T20:00,27.6,18.3,499.0
Whitefield,2025-08-01T21:00,23.3,15.3,514.0
Whitefield,2025-08-01T22:00,22.1,14.1,498.0
Whitefield,2025-08-01T23:00,23.0,14.3,465.0
Whitefield,2025-08-02T00:00,23.3,13.8,409.0
Whitefield,2025-08-02T01:00,22.9,13.3,335.0
Whitefield,2025-08-02T02:00,22.2,13.0,273.0
Whitefield,2025-08-02T03:00,20.7,12.3,232.0
Whitefield,2025-08-02T04:00,19.5,11.8,202.0
Whitefield,2025-08-02T05:00,21.1,12.9,183.0
Whitefield,2025-08-02T06:00,19.7,12.7,181.0
Whitefield,2025-08-02T07:00,19.3,12.2,191.0
Whitefield,2025-08-02T08:00,17.2,11.3,194.0
Whitefield,2025-08-02T09:00,17.0,10.0,181.0
Whitefield,2025-08-02T10:00,20.7,9.7,162.0
Whitefield,2025-08-02T11:00,24.0,10.4,149.0
Whitefield,2025-08-02T12:00,27.2,11.5,147.0
Whitefield,2025-08-02T13:00,31.1,13.0,152.0
Whitefield,2025-08-02T14:00,27.1,11.2,159.0
Whitefield,2025-08-02T15:00,31.7,13.4,163.0
Whitefield,2025-08-02T16:00,33.6,15.0,170.0
Whitefield,2025-08-02T17:00,31.2,15.8,197.0
Whitefield,2025-08-02T18:00,24.9,15.0,266.0
Whitefield,2025-08-02T19:00,23.2,16.3,355.0
