location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
Whitefield,2025-08-03T19:00,61.9,54.4,415.0
Whitefield,2025-08-03T20:00,63.8,56.0,475.0
Whitefield,2025-08-03T21:00,40.0,34.3,461.0
Whitefield,2025-08-03T22:00,33.3,28.1,406.0
Whitefield,2025-08-03T23:00,31.7,25.8,349.0
Whitefield,2025-08-04T00:00,28.6,22.5,297.0
Whitefield,2025-08-04T01:00,22.6,17.3,243.0
Whitefield,2025-08-04T02:00,17.9,13.6,204.0
Whitefield,2025-08-04T03:00,15.3,11.9,188.0
Whitefield,2025-08-04T04:00,12.9,10.4,188.0
Whitefield,2025-08-04T05:00,11.2,9.4,200.0
Whitefield,2025-08-04T06:00,11.4,9.8,239.0
Whitefield,2025-08-04T07:00,11.3,9.7,290.0
Whitefield,2025-08-04T08:00,10.5,9.2,312.0
Whitefield,2025-08-04T09:00,9.5,7.9,276.0
Whitefield,2025-08-04T10:00,10.0,7.9,210.0
Whitefield,2025-08-04T11:00,11.3,8.8,160.0
Whitefield,2025-08-04T12:00,13.5,10.3,145.0
Whitefield,2025-08-04T13:00,16.0,12.1,146.0
Whitefield,2025-08-04T14:00,15.3,11.6,153.0
Whitefield,2025-08-04T15:00,16.4,12.4,153.0
Whitefield,2025-08-04T16:00,16.6,12.3,159.0
Whitefield,2025-08-04T17:00,25.8,20.1,203.0
Whitefield,2025-08-04T18:00,32.8,27.4,329.0
Whitefield,2025-08-04T19:00,49.4,44.2,492.0
Whitefield,2025-08-04T20:00,55.8,50.9,595.0
Whitefield,2025-08-04T21:00,48.2,43.7,581.0
Whitefield,2025-08-04T22:00,40.7,36.2,507.0
Whitefield,2025-08-04T23:00,38.2,34.0,441.0
Whitefield,2025-08-05T00:00,32.8,29.0,411.0
Whitefield,2025-08-05T01:00,28.1,24.3,389.0
Whitefield,2025-08-05T02:00,26.2,22.6,359.0
Whitefield,2025-08-05T03:00,21.2,17.8,302.0
Whitefield,2025-08-05T04:00,16.4,13.7,237.0
Whitefield,2025-08-05T05:00,26.5,24.4,204.0
Whitefield,2025-08-05T06:00,23.2,21.3,235.0
Whitefield,2025-08-05T07:00,19.0,17.1,298.0
Whitefield,2025-08-05T08:00,14.8,13.2,336.0
Whitefield,2025-08-05T09:00,13.4,12.0,322.0
Whitefield,2025-08-05T10:00,13.6,12.1,283.0
Whitefield,2025-08-05T11:00,14.0,11.6,250.0
Whitefield,2025-08-05T12:00,25.6,17.9,230.0
Whitefield,2025-08-05T13:00,29.3,19.6,216.0
Whitefield,2025-08-05T14:00,38.9,25.4,209.0
Whitefield,2025-08-05T15:00,35.5,23.6,202.0
Whitefield,2025-08-05T16:00,32.6,22.4,203.0
Whitefield,2025-08-05T17:00,18.4,14.9,241.0
Whitefield,2025-08-05T18:00,17.1,14.2,361.0
Whitefield,2025-08-05T19:00,15.6,13.8,519.0
Whitefield,2025-08-05T20:00,12.5,11.8,610.0
Whitefield,2025-08-05T21:00,8.0,7.9,572.0
Whitefield,2025-08-05T22:00,6.6,6.5,468.0
Whitefield,2025-08-05T23:00,5.8,5.7,379.0
Whitefield,2025-08-06T00:00,4.9,4.8,336.0
Whitefield,2025-08-06T01:00,4.6,4.5,308.0
Whitefield,2025-08-06T02:00,4.5,4.5,285.0
Whitefield,2025-08-06T03:00,4.2,4.1,263.0
Whitefield,2025-08-06T04:00,4.1,3.9,246.0
Whitefield,2025-08-06T05:00,3.8,3.8,239.0
Whitefield,2025-08-06T06:00,4.4,4.3,251.0
Whitefield,2025-08-06T07:00,3.9,3.6,274.0
Whitefield,2025-08-06T08:00,5.0,4.7,285.0
Whitefield,2025-08-06T09:00,4.9,4.4,272.0
Whitefield,2025-08-06T10:00,4.9,4.4,247.0
Whitefield,2025-08-06T11:00,5.0,4.5,230.0
Whitefield,2025-08-06T12:00,5.0,4.5,222.0
Whitefield,2025-08-06T13:00,5.2,4.7,220.0
Whitefield,2025-08-06T14:00,5.1,4.6,239.0
Whitefield,2025-08-06T15:00,5.3,4.7,281.0
Whitefield,2025-08-06T16:00,8.3,7.8,343.0
Whitefield,2025-08-06T17:00,7.1,7.0,426.0
Whitefield,2025-08-06T18:00,13.4,13.3,565.0
Whitefield,2025-08-06T19:00,13.9,13.9,724.0
Whitefield,2025-08-06T20:00,12.2,12.2,797.0
Whitefield,2025-08-06T21:00,11.8,11.8,710.0
Whitefield,2025-08-06T22:00,12.6,12.6,537.0
Whitefield,2025-08-06T23:00,13.3,13.2,387.0
Whitefield,2025-08-07T00:00,11.3,11.3,295.0
Whitefield,2025-08-07T01:00,10.0,9.9,225.0
Whitefield,2025-08-07T02:00,9.1,9.0,185.0
Whitefield,2025-08-07T03:00,8.7,8.5,180.0
Whitefield,2025-08-07T04:00,8.9,8.7,204.0
Whitefield,2025-08-07T05:00,9.6,9.4,242.0
Whitefield,2025-08-07T06:00,10.6,10.4,304.0
Whitefield,2025-08-07T07:00,9.8,9.7,380.0
Whitefield,2025-08-07T08:00,8.4,8.3,422.0
Whitefield,2025-08-07T09:00,7.8,7.7,398.0
Whitefield,2025-08-07T10:00,7.5,7.3,340.0
Whitefield,2025-08-07T11:00,8.1,7.9,294.0
Whitefield,2025-08-07T12:00,7.7,7.5,275.0
Whitefield,2025-08-07T13:00,7.9,7.7,267.0
Whitefield,2025-08-07T14:00,7.5,7.2,273.0
Whitefield,2025-08-07T15:00,7.5,7.2,289.0
Whitefield,2025-08-07T16:00,10.4,10.1,317.0
Whitefield,2025-08-07T17:00,3.9,3.9,369.0
Whitefield,2025-08-07T18:00,7.8,7.5,459.0
Whitefield,2025-08-07T19:00,10.4,10.0,572.0
Whitefield,2025-08-07T20:00,10.5,10.1,671.0
Whitefield,2025-08-07T21:00,11.4,10.9,772.0
Whitefield,2025-08-07T22:00,12.4,11.7,861.0
Whitefield,2025-08-07T23:00,12.7,11.9,854.0
Whitefield,2025-08-08T00:00,12.8,11.8,667.0
Whitefield,2025-08-08T01:00,13.1,12.0,385.0
Whitefield,2025-08-08T02:00,13.2,11.8,183.0
Whitefield,2025-08-08T03:00,13.2,11.4,142.0
Whitefield,2025-08-08T04:00,12.9,10.6,180.0
Whitefield,2025-08-08T05:00,6.1,6.0,226.0
Whitefield,2025-08-08T06:00,5.8,5.6,266.0
Whitefield,2025-08-08T07:00,6.5,6.4,315.0
Whitefield,2025-08-08T08:00,7.7,7.7,342.0
Whitefield,2025-08-08T09:00,7.6,7.5,330.0
Whitefield,2025-08-08T10:00,6.9,6.7,297.0
Whitefield,2025-08-08T11:00,7.3,7.1,270.0
Whitefield,2025-08-08T12:00,8.2,7.9,256.0
Whitefield,2025-08-08T13:00,9.1,8.8,247.0
Whitefield,2025-08-08T14:00,9.3,9.0,247.0
Whitefield,2025-08-08T15:00,10.0,9.6,248.0
Whitefield,2025-08-08T16:00,15.6,15.0,258.0
Whitefield,2025-08-08T17:00,15.2,14.4,299.0
Whitefield,2025-08-08T18:00,24.1,23.3,408.0
Whitefield,2025-08-08T19:00,37.3,36.6,548.0
Whitefield,2025-08-08T20:00,26.5,25.8,632.0
Whitefield,2025-08-08T21:00,18.1,17.2,598.0
Whitefield,2025-08-08T22:00,19.7,18.5,508.0
Whitefield,2025-08-08T23:00,23.1,21.7,464.0
Whitefield,2025-08-09T00:00,23.4,21.8,537.0
Whitefield,2025-08-09T01:00,20.8,19.3,657.0
Whitefield,2025-08-09T02:00,18.2,16.8,715.0
Whitefield,2025-08-09T03:00,16.9,15.5,642.0
Whitefield,2025-08-09T04:00,16.2,14.7,507.0
Whitefield,2025-08-09T05:00,18.9,16.9,414.0
Whitefield,2025-08-09T06:00,19.2,17.3,422.0
Whitefield,2025-08-09T07:00,16.3,14.6,471.0
Whitefield,2025-08-09T08:00,14.9,13.5,491.0
Whitefield,2025-08-09T09:00,8.4,7.5,440.0
Whitefield,2025-08-09T10:00,7.9,7.2,360.0
Whitefield,2025-08-09T11:00,7.2,6.7,302.0
Whitefield,2025-08-09T12:00,6.8,6.2,292.0
Whitefield,2025-08-09T13:00,6.6,5.9,304.0
Whitefield,2025-08-09T14:00,7.3,6.4,316.0
Whitefield,2025-08-09T15:00,8.3,7.4,301.0
Whitefield,2025-08-09T16:00,8.3,7.4,287.0
Whitefield,2025-08-09T17:00,18.3,14.6,331.0
Whitefield,2025-08-09T18:00,21.1,18.2,501.0
Whitefield,2025-08-09T19:00,22.6,19.8,729.0
Whitefield,2025-08-09T20:00,23.3,20.6,875.0
Whitefield,2025-08-09T21:00,21.0,18.1,867.0
Whitefield,2025-08-09T22:00,19.8,17.3,776.0
Whitefield,2025-08-09T23:00,19.0,16.6,676.0
Whitefield,2025-08-10T00:00,17.3,14.9,583.0
Whitefield,2025-08-10T01:00,15.9,13.4,482.0
Whitefield,2025-08-10T02:00,14.7,12.2,400.0
Whitefield,2025-08-10T03:00,13.9,11.6,347.0
Whitefield,2025-08-10T04:00,13.2,11.4,314.0
Whitefield,2025-08-10T05:00,12.9,10.9,300.0
Whitefield,2025-08-10T06:00,11.6,9.5,316.0
Whitefield,2025-08-10T07:00,12.8,9.9,351.0
Whitefield,2025-08-10T08:00,13.2,9.4,367.0
Whitefield,2025-08-10T09:00,15.3,9.3,345.0
Whitefield,2025-08-10T10:00,17.3,9.6,304.0
Whitefield,2025-08-10T11:00,16.8,9.3,270.0
Whitefield,2025-08-10T12:00,15.4,8.8,242.0
Whitefield,2025-08-10T13:00,14.2,8.4,220.0
Whitefield,2025-08-10T14:00,13.3,8.1,232.0
Whitefield,2025-08-10T15:00,12.5,8.3,298.0
Whitefield,2025-08-10T16:00,12.0,9.6,398.0
Whitefield,2025-08-10T17:00,18.2,14.9,500.0
Whitefield,2025-08-10T18:00,19.6,17.1,614.0
Whitefield,2025-08-10T19:00,18.7,16.3,729.0
Whitefield,2025-08-10T20:00,18.4,16.2,781.0
Whitefield,2025-08-10T21:00,17.9,15.9,726.0
Whitefield,2025-08-10T22:00,17.6,15.4,608.0
Whitefield,2025-08-10T23:00,16.1,14.0,493.0
Whitefield,2025-08-11T00:00,14.2,12.2,396.0
Whitefield,2025-08-11T01:00,13.3,11.0,303.0
Whitefield,2025-08-11T02:00,12.9,10.2,238.0
Whitefield,2025-08-11T03:00,12.4,9.2,213.0
Whitefield,2025-08-11T04:00,12.4,8.7,216.0
Whitefield,2025-08-11T05:00,13.5,10.6,232.0
Whitefield,2025-08-11T06:00,15.8,11.6,270.0
Whitefield,2025-08-11T07:00,18.3,12.8,320.0
Whitefield,2025-08-11T08:00,16.9,11.3,343.0
Whitefield,2025-08-11T09:00,16.1,10.1,310.0
Whitefield,2025-08-11T10:00,14.5,9.1,249.0
Whitefield,2025-08-11T11:00,13.8,9.0,204.0
Whitefield,2025-08-11T12:00,13.0,8.7,190.0
Whitefield,2025-08-11T13:00,12.2,8.2,191.0
Whitefield,2025-08-11T14:00,11.6,7.7,204.0
Whitefield,2025-08-11T15:00,11.8,7.8,226.0
Whitefield,2025-08-11T16:00,10.3,7.9,261.0
Whitefield,2025-08-11T17:00,16.8,14.3,310.0
Whitefield,2025-08-11T18:00,14.4,12.9,395.0
Whitefield,2025-08-11T19:00,13.6,12.5,495.0
Whitefield,2025-08-11T20:00,12.5,11.4,552.0
Whitefield,2025-08-11T21:00,11.1,10.2,532.0
Whitefield,2025-08-11T22:00,9.7,8.8,469.0
Whitefield,2025-08-11T23:00,8.4,7.6,401.0
Whitefield,2025-08-12T00:00,7.4,6.6,334.0
Whitefield,2025-08-12T01:00,6.8,6.0,261.0
Whitefield,2025-08-12T02:00,6.3,5.5,209.0
Whitefield,2025-08-12T03:00,5.8,5.0,188.0
Whitefield,2025-08-12T04:00,5.6,4.7,187.0
Whitefield,2025-08-12T05:00,4.9,4.2,193.0
Whitefield,2025-08-12T06:00,5.7,4.8,209.0
Whitefield,2025-08-12T07:00,7.7,6.2,233.0
Whitefield,2025-08-12T08:00,9.5,7.7,243.0
Whitefield,2025-08-12T09:00,10.0,7.5,224.0
Whitefield,2025-08-12T10:00,10.7,7.3,190.0
Whitefield,2025-08-12T11:00,12.3,7.5,166.0
Whitefield,2025-08-12T12:00,13.6,9.0,156.0
Whitefield,2025-08-12T13:00,13.5,8.4,155.0
Whitefield,2025-08-12T14:00,13.3,8.6,173.0
Whitefield,2025-08-12T15:00,13.8,9.0,224.0
Whitefield,2025-08-12T16:00,15.3,9.6,294.0
Whitefield,2025-08-12T17:00,17.8,15.5,352.0
Whitefield,2025-08-12T18:00,16.9,15.1,393.0
Whitefield,2025-08-12T19:00,14.0,12.6,422.0
Whitefield,2025-08-12T20:00,10.7,9.7,427.0
Whitefield,2025-08-12T21:00,8.9,8.2,394.0
Whitefield,2025-08-12T22:00,7.6,7.1,337.0
Whitefield,2025-08-12T23:00,6.8,6.4,284.0
Whitefield,2025-08-13T00:00,5.3,5.1,242.0
Whitefield,2025-08-13T01:00,4.0,3.8,204.0
Whitefield,2025-08-13T02:00,3.6,3.2,178.0
Whitefield,2025-08-13T03:00,3.6,3.1,165.0
Whitefield,2025-08-13T04:00,3.2,2.8,164.0
Whitefield,2025-08-13T05:00,4.2,3.6,186.0
Whitefield,2025-08-13T06:00,4.2,3.7,253.0
Whitefield,2025-08-13T07:00,5.7,5.3,342.0
Whitefield,2025-08-13T08:00,6.5,6.2,400.0
Whitefield,2025-08-13T09:00,6.8,6.5,395.0
Whitefield,2025-08-13T10:00,6.1,5.8,359.0
Whitefield,2025-08-13T11:00,5.2,4.6,329.0
Whitefield,2025-08-13T12:00,5.2,4.0,317.0
Whitefield,2025-08-13T13:00,5.5,4.6,312.0
Whitefield,2025-08-13T14:00,6.5,6.0,318.0
Whitefield,2025-08-13T15:00,6.5,6.1,342.0
Whitefield,2025-08-13T16:00,7.1,6.8,376.0
Whitefield,2025-08-13T17:00,8.0,7.9,408.0
Whitefield,2025-08-13T18:00,7.9,7.7,440.0
Whitefield,2025-08-13T19:00,7.8,7.6,469.0
Whitefield,2025-08-13T20:00,7.4,7.2,470.0
Whitefield,2025-08-13T21:00,6.4,6.2,420.0
Whitefield,2025-08-13T22:00,5.8,5.6,342.0
Whitefield,2025-08-13T23:00,5.3,5.1,276.0
Whitefield,2025-08-14T00:00,4.5,4.3,237.0
Whitefield,2025-08-14T01:00,3.8,3.7,210.0
Whitefield,2025-08-14T02:00,3.3,3.1,192.0
Whitefield,2025-08-14T03:00,2.9,2.7,182.0
Whitefield,2025-08-14T04:00,2.7,2.5,182.0
Whitefield,2025-08-14T05:00,3.0,2.9,194.0
Whitefield,2025-08-14T06:00,3.6,3.4,232.0
Whitefield,2025-08-14T07:00,4.8,4.5,281.0
Whitefield,2025-08-14T08:00,4.9,4.7,307.0
Whitefield,2025-08-14T09:00,4.3,4.2,282.0
Whitefield,2025-08-14T10:00,3.4,3.4,234.0
Whitefield,2025-08-14T11:00,2.7,2.6,202.0
Whitefield,2025-08-14T12:00,2.6,2.4,204.0
Whitefield,2025-08-14T13:00,3.7,3.5,224.0
Whitefield,2025-08-14T14:00,4.6,4.1,252.0
Whitefield,2025-08-14T15:00,4.6,3.6,295.0
Whitefield,2025-08-14T16:00,5.5,4.2,346.0
Whitefield,2025-08-14T17:00,6.6,6.2,381.0
Whitefield,2025-08-14T18:00,7.5,7.3,390.0
Whitefield,2025-08-14T19:00,8.2,7.9,382.0
Whitefield,2025-08-14T20:00,7.4,7.0,363.0
Whitefield,2025-08-14T21:00,7.4,7.0,327.0
Whitefield,2025-08-14T22:00,6.7,6.3,278.0
Whitefield,2025-08-14T23:00,5.9,5.5,237.0
Whitefield,2025-08-15T00:00,4.8,4.4,210.0
Whitefield,2025-08-15T01:00,3.9,3.6,190.0
Whitefield,2025-08-15T02:00,3.5,3.1,176.0
Whitefield,2025-08-15T03:00,3.1,2.7,162.0
Whitefield,2025-08-15T04:00,2.9,2.6,154.0
Whitefield,2025-08-15T05:00,2.6,2.5,167.0
Whitefield,2025-08-15T06:00,2.8,2.7,228.0
Whitefield,2025-08-15T07:00,4.1,3.8,310.0
Whitefield,2025-08-15T08:00,4.4,4.1,354.0
Whitefield,2025-08-15T09:00,4.0,3.6,320.0
Whitefield,2025-08-15T10:00,4.3,3.4,248.0
Whitefield,2025-08-15T11:00,4.1,3.3,192.0
Whitefield,2025-08-15T12:00,5.5,3.5,169.0
Whitefield,2025-08-15T13:00,7.4,4.4,162.0
Whitefield,2025-08-15T14:00,8.5,5.8,181.0
Whitefield,2025-08-15T15:00,8.1,6.0,247.0
Whitefield,2025-08-15T16:00,6.6,5.5,338.0
Whitefield,2025-08-15T17:00,8.0,6.5,398.0
Whitefield,2025-08-15T18:00,6.3,5.9,399.0
Whitefield,2025-08-15T19:00,6.1,5.5,368.0
Whitefield,2025-08-15T20:00,5.8,5.1,333.0
Whitefield,2025-08-15T21:00,5.4,4.9,300.0
Whitefield,2025-08-15T22:00,5.1,4.6,263.0
Whitefield,2025-08-15T23:00,4.7,4.1,230.0
Whitefield,2025-08-16T00:00,3.9,3.3,202.0
Whitefield,2025-08-16T01:00,4.0,2.9,178.0
Whitefield,2025-08-16T02:00,5.8,3.3,160.0
Whitefield,2025-08-16T03:00,6.0,3.4,146.0
Whitefield,2025-08-16T04:00,5.5,3.2,139.0
Whitefield,2025-08-16T05:00,3.6,2.3,149.0
Whitefield,2025-08-16T06:00,2.8,2.2,194.0
Whitefield,2025-08-16T07:00,4.0,3.3,255.0
Whitefield,2025-08-16T08:00,5.6,4.6,289.0
Whitefield,2025-08-16T09:00,6.7,4.0,268.0
Whitefield,2025-08-16T10:00,9.5,4.9,220.0
Whitefield,2025-08-16T11:00,10.7,5.5,183.0
Whitefield,2025-08-16T12:00,11.8,5.7,166.0
Whitefield,2025-08-16T13:00,11.8,5.6,161.0
Whitefield,2025-08-16T14:00,12.3,5.3,178.0
Whitefield,2025-08-16T15:00,13.5,6.7,237.0
Whitefield,2025-08-16T16:00,11.1,6.3,320.0
Whitefield,2025-08-16T17:00,14.0,8.9,380.0
Whitefield,2025-08-16T18:00,12.4,9.3,400.0
Whitefield,2025-08-16T19:00,10.5,8.6,398.0
Whitefield,2025-08-16T20:00,9.4,7.7,380.0
Whitefield,2025-08-16T21:00,7.6,6.6,341.0
Whitefield,2025-08-16T22:00,6.2,5.6,286.0
Whitefield,2025-08-16T23:00,5.3,4.9,238.0
Whitefield,2025-08-17T00:00,4.2,3.9,203.0
Whitefield,2025-08-17T01:00,3.4,3.1,174.0
Whitefield,2025-08-17T02:00,3.6,3.0,154.0
Whitefield,2025-08-17T03:00,4.5,3.3,141.0
Whitefield,2025-08-17T04:00,5.2,3.7,136.0
Whitefield,2025-08-17T05:00,3.2,2.7,150.0
Whitefield,2025-08-17T06:00,3.4,2.7,199.0
Whitefield,2025-08-17T07:00,4.1,3.7,267.0
Whitefield,2025-08-17T08:00,4.3,4.1,309.0
Whitefield,2025-08-17T09:00,4.4,4.1,299.0
Whitefield,2025-08-17T10:00,3.4,2.9,264.0
Whitefield,2025-08-17T11:00,3.9,2.8,239.0
Whitefield,2025-08-17T12:00,3.8,2.6,236.0
Whitefield,2025-08-17T13:00,5.4,3.4,244.0
Whitefield,2025-08-17T14:00,5.8,3.7,266.0
Whitefield,2025-08-17T15:00,7.5,5.0,318.0
Whitefield,2025-08-17T16:00,8.2,6.6,383.0
Whitefield,2025-08-17T17:00,8.0,6.8,420.0
Whitefield,2025-08-17T18:00,8.1,6.4,402.0
Whitefield,2025-08-17T19:00,6.2,5.6,354.0
Whitefield,2025-08-17T20:00,5.7,5.3,311.0
Whitefield,2025-08-17T21:00,5.4,4.8,285.0
Whitefield,2025-08-17T22:00,4.8,4.4,263.0
Whitefield,2025-08-17T23:00,3.7,3.6,239.0
Whitefield,2025-08-18T00:00,2.8,2.6,208.0
Whitefield,2025-08-18T01:00,2.7,2.3,175.0
Whitefield,2025-08-18T02:00,2.9,2.2,151.0
Whitefield,2025-08-18T03:00,2.9,2.2,135.0
Whitefield,2025-08-18T04:00,2.6,2.1,127.0
Whitefield,2025-08-18T05:00,1.3,1.3,145.0
Whitefield,2025-08-18T06:00,1.7,1.6,213.0
Whitefield,2025-08-18T07:00,3.0,2.8,305.0
Whitefield,2025-08-18T08:00,3.7,3.5,364.0
Whitefield,2025-08-18T09:00,4.8,4.6,356.0
Whitefield,2025-08-18T10:00,4.9,4.6,314.0
Whitefield,2025-08-18T11:00,4.8,3.9,281.0
Whitefield,2025-08-18T12:00,4.1,3.3,271.0
Whitefield,2025-08-18T13:00,3.5,2.9,271.0
Whitefield,2025-08-18T14:00,5.4,3.2,281.0
Whitefield,2025-08-18T15:00,7.1,4.0,312.0
Whitefield,2025-08-18T16:00,9.7,5.6,354.0
Whitefield,2025-08-18T17:00,9.6,7.6,372.0
Whitefield,2025-08-18T18:00,12.5,8.7,345.0
Whitefield,2025-08-18T19:00,13.5,9.4,295.0
Whitefield,2025-08-18T20:00,13.4,9.1,251.0
Whitefield,2025-08-18T21:00,11.1,7.5,227.0
Whitefield,2025-08-18T22:00,10.2,6.7,209.0
Whitefield,2025-08-18T23:00,8.1,5.8,192.0
Whitefield,2025-08-19T00:00,6.0,4.7,172.0
Whitefield,2025-08-19T01:00,5.6,4.7,152.0
Whitefield,2025-08-19T02:00,5.7,4.7,139.0
Whitefield,2025-08-19T03:00,5.6,4.6,134.0
Whitefield,2025-08-19T04:00,5.2,4.2,136.0
Whitefield,2025-08-19T05:00,3.6,3.1,148.0
Whitefield,2025-08-19T06:00,3.6,3.1,181.0
Whitefield,2025-08-19T07:00,4.1,3.7,225.0
Whitefield,2025-08-19T08:00,5.2,4.5,251.0
Whitefield,2025-08-19T09:00,6.9,5.7,241.0
Whitefield,2025-08-19T10:00,8.8,7.2,214.0
Whitefield,2025-08-19T11:00,9.9,8.1,193.0
Whitefield,2025-08-19T12:00,9.3,7.3,186.0
Whitefield,2025-08-19T13:00,8.8,6.7,185.0
Whitefield,2025-08-19T14:00,9.6,6.8,195.0
Whitefield,2025-08-19T15:00,7.2,5.2,225.0
Whitefield,2025-08-19T16:00,6.5,4.8,266.0
Whitefield,2025-08-19T17:00,9.7,7.8,292.0
Whitefield,2025-08-19T18:00,10.4,8.6,290.0
Whitefield,2025-08-19T19:00,11.2,9.2,273.0
Whitefield,2025-08-19T20:00,11.6,9.4,256.0
Whitefield,2025-08-19T21:00,11.1,8.9,244.0
Whitefield,2025-08-19T22:00,10.7,8.5,232.0
Whitefield,2025-08-19T23:00,12.0,8.9,218.0
Whitefield,2025-08-20T00:00,8.2,6.4,197.0
Whitefield,2025-08-20T01:00,7.0,5.4,174.0
Whitefield,2025-08-20T02:00,6.3,4.8,158.0
Whitefield,2025-08-20T03:00,6.6,4.8,153.0
Whitefield,2025-08-20T04:00,7.2,5.2,156.0
Whitefield,2025-08-20T05:00,8.4,5.7,169.0
Whitefield,2025-08-20T06:00,8.2,5.7,201.0
Whitefield,2025-08-20T07:00,9.0,6.0,243.0
Whitefield,2025-08-20T08:00,11.2,7.0,267.0
Whitefield,2025-08-20T09:00,14.9,8.6,256.0
Whitefield,2025-08-20T10:00,15.1,9.2,228.0
Whitefield,2025-08-20T11:00,16.1,9.9,205.0
Whitefield,2025-08-20T12:00,15.7,9.7,193.0
Whitefield,2025-08-20T13:00,12.7,8.1,186.0
Whitefield,2025-08-20T14:00,10.9,7.2,192.0
Whitefield,2025-08-20T15:00,14.1,8.6,217.0
Whitefield,2025-08-20T16:00,11.8,7.5,254.0
Whitefield,2025-08-20T17:00,20.1,12.2,292.0
Whitefield,2025-08-20T18:00,20.1,13.9,335.0
Whitefield,2025-08-20T19:00,21.5,15.3,379.0
Whitefield,2025-08-20T20:00,20.6,15.0,395.0
Whitefield,2025-08-20T21:00,18.6,13.7,364.0
Whitefield,2025-08-20T22:00,17.2,12.8,306.0
Whitefield,2025-08-20T23:00,16.1,12.0,255.0
Whitefield,2025-08-21T00:00,15.1,11.0,223.0
Whitefield,2025-08-21T01:00,14.5,10.4,197.0
Whitefield,2025-08-21T02:00,13.9,9.6,181.0
Whitefield,2025-08-21T03:00,13.9,9.2,173.0
Whitefield,2025-08-21T04:00,14.3,9.2,173.0
Whitefield,2025-08-21T05:00,11.5,8.1,186.0
Whitefield,2025-08-21T06:00,11.0,7.3,225.0
Whitefield,2025-08-21T07:00,10.9,7.0,277.0
Whitefield,2025-08-21T08:00,10.8,7.1,305.0
Whitefield,2025-08-21T09:00,11.1,6.9,286.0
Whitefield,2025-08-21T10:00,11.9,7.1,242.0
Whitefield,2025-08-21T11:00,14.3,7.9,209.0
Whitefield,2025-08-21T12:00,16.2,8.6,197.0
Whitefield,2025-08-21T13:00,15.9,8.5,195.0
Whitefield,2025-08-21T14:00,16.9,9.0,203.0
Whitefield,2025-08-21T15:00,16.8,8.9,211.0
Whitefield,2025-08-21T16:00,17.8,9.2,229.0
Whitefield,2025-08-21T17:00,34.2,16.9,284.0
Whitefield,2025-08-21T18:00,39.7,24.6,420.0
Whitefield,2025-08-21T19:00,41.6,27.9,593.0
Whitefield,2025-08-21T20:00,41.0,28.1,705.0
Whitefield,2025-08-21T21:00,39.1,27.0,710.0
Whitefield,2025-08-21T22:00,36.3,25.3,653.0
Whitefield,2025-08-21T23:00,31.5,22.3,572.0
Whitefield,2025-08-22T00:00,28.1,20.1,460.0
Whitefield,2025-08-22T01:00,24.9,18.0,324.0
Whitefield,2025-08-22T02:00,21.5,15.7,227.0
Whitefield,2025-08-22T03:00,18.9,13.5,198.0
Whitefield,2025-08-22T04:00,18.1,12.9,207.0
Whitefield,2025-08-22T05:00,21.9,17.1,226.0
Whitefield,2025-08-22T06:00,20.5,16.1,251.0
Whitefield,2025-08-22T07:00,20.4,14.8,285.0
Whitefield,2025-08-22T08:00,20.4,13.2,308.0
Whitefield,2025-08-22T09:00,20.1,12.4,308.0
Whitefield,2025-08-22T10:00,20.4,11.2,296.0
Whitefield,2025-08-22T11:00,20.0,11.0,286.0
Whitefield,2025-08-22T12:00,19.7,10.6,278.0
Whitefield,2025-08-22T13:00,19.3,10.3,270.0
Whitefield,2025-08-22T14:00,18.8,10.1,275.0
Whitefield,2025-08-22T15:00,18.6,10.0,283.0
Whitefield,2025-08-22T16:00,19.8,10.4,303.0
Whitefield,2025-08-22T17:00,19.7,14.1,371.0
Whitefield,2025-08-22T18:00,23.2,18.2,535.0
Whitefield,2025-08-22T19:00,28.8,22.9,747.0
Whitefield,2025-08-22T20:00,36.1,28.8,903.0
Whitefield,2025-08-22T21:00,40.2,32.5,967.0
Whitefield,2025-08-22T22:00,34.2,27.3,975.0
Whitefield,2025-08-22T23:00,32.1,25.3,929.0
Whitefield,2025-08-23T00:00,32.2,24.5,804.0
Whitefield,2025-08-23T01:00,29.1,21.4,625.0
Whitefield,2025-08-23T02:00,24.9,18.4,474.0
Whitefield,2025-08-23T03:00,23.2,17.5,376.0
Whitefield,2025-08-23T04:00,22.4,17.3,306.0
Whitefield,2025-08-23T05:00,22.9,15.8,273.0
Whitefield,2025-08-23T06:00,21.9,15.8,303.0
Whitefield,2025-08-23T07:00,22.0,14.8,371.0
Whitefield,2025-08-23T08:00,23.5,15.6,409.0
Whitefield,2025-08-23T09:00,26.1,15.3,384.0
Whitefield,2025-08-23T10:00,26.2,14.6,330.0
Whitefield,2025-08-23T11:00,25.7,13.7,283.0
Whitefield,2025-08-23T12:00,24.9,12.7,249.0
Whitefield,2025-08-23T13:00,24.0,11.9,222.0
Whitefield,2025-08-23T14:00,24.0,11.9,215.0
Whitefield,2025-08-23T15:00,24.4,12.3,236.0
Whitefield,2025-08-23T16:00,21.8,11.5,278.0
Whitefield,2025-08-23T17:00,20.0,11.8,334.0
Whitefield,2025-08-23T18:00,23.6,16.6,423.0
Whitefield,2025-08-23T19:00,26.0,19.7,526.0
